label,speech
구체적인 칭찬,만드는 것 잘했어
행동 묘사,크레용으로 색칠하고 있구나
일반적인 말,우리집에 이런 장난감 있어
반영,그녀가 일어서있구나
질문,이것은 어떤 과일이니
일반적인 말,나는 보트를 만들고 있어
일반적인 말,멋진 블럭들이구나
구체적인 칭찬,네 이야기는 아주 잘 정리되어있어
질문,장난감 어디갔니
행동 묘사,자는 척을 하고있구나
부정적인 말,형님은 불평하지 않아
반영,아직 안돼
구체적인 칭찬,너는 아주 잘 도와주는구나
구체적인 칭찬,멋진 나비 화가구나
부정적인 말,널 믿을 수 없어
구체적인 칭찬,함께 놀이를 해주어서 고마워
일반적인 말,멋진 장난감들이구나
부정적인 말,아니 그럴일은 없어
일반적인 말,웃기다
지시,이 숫자를 천천히 따라써
일반적인 말,이 트럭들은 멋지구나
반영,그것은 몬스터 트럭이구아
행동 묘사,아이스크림을 먹는 척을 하고 있구나
지시,오 찰흙을 다 썼네
일반적인 말,블럭 놀이를 하고 싶어
일반적인 칭찬,예쁘다
질문,어쩜 그렇게 관찰력이 좋니
질문,이 타워가 마음에 드니
지시,이제 우리는 타워를 만들거야
구체적인 칭찬,앉은 것 잘했어
일반적인 칭찬,오 잘했어
구체적인 칭찬,그것 참 잘했어
구체적인 칭찬,청소 잘했어
부정적인 말,아니 그 장난감 사용할 수 없어
반영,갈색이구나
구체적인 칭찬,저 타워 멋지다
일반적인 칭찬,엄마가 볼 때 잘했어
질문,왜 그렇게 만드는거야
행동 묘사,너는 블럭 놀이를 하고 있구나
반영,멋진 장난감들이 많구나
반영,나는 파란색을 좋아해
질문,무엇을 해야하지
일반적인 칭찬,오 잘했어
구체적인 칭찬,만들고 있는 타워가 멋지다
행동 묘사,나뭇가지를 그리고 있구나
일반적인 말,안돼 들수가 없어
지시,더 찾아봐
지시,조용히 놀아
지시,쌓으렴
지시,종이를 넘겨
지시,매트위에서만 장난감을 가지고 놀아
구체적인 칭찬,그럼 당연히 잘했지
일반적인 칭찬,너무 멋져
행동 묘사,빨간색 자동차를 운전하고 있구나
반영,빨간색을 가지고 있구나
반영,왜 해야하는지 생각하고 있구나
질문,이 색이 무슨 색인지 아니
반영,그들이 사방에 깡총깡총 뛰어다니고 있구나
구체적인 칭찬,집을 잘 만들었어
구체적인 칭찬,청소를 잘했어
지시,이 퍼즐을 완성해
구체적인 칭찬,블럭을 잘 넣었어
지시,이제 포테이토 헤드와 놀자
질문,사자가 어디에 있니
행동 묘사,초록색 블럭을 파란색 블럭 위에 올렸구나
반영,오 그래 베이크 세일을 위한 거구나
질문,블럭이 어디에 있니
행동 묘사,스틱을 놓았구나
지시,빨간색 차를 줘
일반적인 말,가끔 잘 유지가 안돼
일반적인 말,어디 있는지 모르겠어
일반적인 말,아빠가 함께하면 좋겠다
일반적인 칭찬,오 잘했어
부정적인 말,테이블에서 그만 일어나
지시,통을 벽 옆에 놔
일반적인 말,네 이름에는 아주 많은 글자들이 있어
구체적인 칭찬,청소를 아주 잘 했어
반영,나에게 화가났구나
행동 묘사,전체 트랙을 가지고 놀고 있구나
일반적인 칭찬,멋지다
행동 묘사,뛰고있구나
행동 묘사,초록색 블럭을 맨 위에 올렸구나
행동 묘사,모든 블럭을 쏟았구나
일반적인 칭찬,완벽해
질문,너는 착한 소녀야 그렇지
행동 묘사,트랙 위에서 자동차 경주를 하고 있구나
질문,그쪽에 두고 있구나
일반적인 말,퍼즐 때문에 좌절스럽구나
부정적인 말,못나게 굴지마
일반적인 말,뱀이 긴 혀를 가지고 있구나
반영,초록색 나무이구나
일반적인 말,왜 그러는건지 궁금해
일반적인 말,미안해
일반적인 말,많은 카드가 있구나
행동 묘사,그림에 땡땡이 무늬를 추가로 그리고 있구나
부정적인 말,으악 거미를 그렸구나
질문,그 위에 시럽을 다 뿌릴거니
행동 묘사,자동차를 빠르게 움직이고 있구나
행동 묘사,방에서 뛰어다니고 있구나
질문,나랑 같이 앉을래
지시,감사합니다 라고 해
일반적인 말,팔이 길구나
부정적인 말,입에 장난감을 넣지마
일반적인 말,포테이토 헤드를 빌려줘서 고마워
지시,박스 뚜껑을 닫아
구체적인 칭찬,나를 위해 만들어줘서 고마워
지시,조심해
부정적인 말,안돼 그것 던지지마
일반적인 말,여왕이 타워 꼭대기에 있구나
질문,무엇이 먹고 싶니
행동 묘사,네가 블럭을 꺼냈구나
부정적인 말,사자는 그런 소리를 내지 않아
구체적인 칭찬,타워 만들기 잘했어
질문,언제 내려가기 시작해
일반적인 말,그래 그럼 나에게 몇 개가 더 필요하지
부정적인 말,끔직해 끔직해
행동 묘사,웃고있구나
행동 묘사,그리고 있구나
반영,이제 두개가 있구나
질문,어떤 것이 내 것이니
질문,놀이를 하고 싶니
구체적인 칭찬,그것은 참 예쁘다
지시,초록색을 줄래
부정적인 말,거기에 아직 놓지마
지시,이제 몬스터 트럭을 여기에 놔
반영,자동차가 빨리 가고 있구나
반영,어니가 자동차를 고치고 있구나
반영,레고가 멍청하다고 생각하는구나
일반적인 말,아 시작이구나
일반적인 말,아빠가 네 취침시간이 열시라고 했구나
일반적인 말,너무 웃기구나
일반적인 말,무엇을 가지고 놀지 결정을 못하겠어
일반적인 칭찬,인상적이구나
일반적인 말,빨간색 크레용을 사용할거야
일반적인 말,나는 아주 깨끗해 
일반적인 말,컵케익이랑 탄산음료를 잊어버렸어
행동 묘사,우리는 운동을 하고 있어
질문,이중에 하나 더 할래
질문,재미있어
행동 묘사,발렌타인을 만들었구나
지시,문 닫아
부정적인 말,이 종이를 사용할 수 없어
지시,조용한 목소리로 실내에서 얘기해
질문,나랑 같이 놀고 싶구나
반영,무엇인지 궁금해하고 있구나
구체적인 칭찬,도와줘서 고마워
일반적인 칭찬,마음에 들어
부정적인 말,너 그거 틀렸어
질문,마지막 단어가 뭐였지
구체적인 칭찬,장난감 정리 잘했어
일반적인 말,콩이야
부정적인 말,느리다
반영,셔터가 있는 집을 그렸구나
일반적인 말,찰흙은 모두를 위한거야
반영,비가 오는구나
행동 묘사,주스를 컵에 따랐구나
질문,집에 가고 싶구나
지시,마지막 단어를 다시 읽어봐
질문,학교 마치고 갈까 간식 먹고 갈까
행동 묘사,소를 농장에 넣었구나
일반적인 말,안녕하세요 포테이토 헤드
행동 묘사,너는 웃고 있네
구체적인 칭찬,조용히 잘 앉아 있는 것 잘했어
일반적인 말,내가 컵에 넣을게
일반적인 말,지금 아무것도 말하고 있지 않아
행동 묘사,파란색 자동차를 밀고 있구나
지시,장난감 정리해
부정적인 말,무슨 놀이를 할지 내가 절대 정하지 못하게 하는구나
행동 묘사,자동차를 빠르게 밀었구나
일반적인 말,어니가 마켓으로 운전하고 있다는 말이구나
지시,소가 내는 소리를 내봐
일반적인 말,하나 더 놓으면 5개가 생길거야
지시,응 거기에 둬
질문,어떤 색인 것 같아
행동 묘사,조용히 앉아있구나
부정적인 말,그것 먹지마
행동 묘사,포테이토 헤드에 눈을 달았네
지시,그거 줘
질문,트럭에 뭐가 있니 뭐가 보이니
행동 묘사,사람을 집 안에 넣었네
구체적인 칭찬,정말 조심스럽게 잘했어
구체적인 칭찬,네게 아주 멋져서 그래
지시,이거 저기에 가져다 놔
지시,어떤 놀이가 하고 싶은지 말하렴
지시,나에게 블럭을 줘
부정적인 말,소리 그만 질러
부정적인 말,한번만 더하면 스위치를 뺄거야
지시,여기로 가져와
질문,기차랑 같이 만들고 싶어
지시,테이블 거기에 놔줘
부정적인 말,그건 바보같아
질문,무어을 만들고 있니
일반적인 말,아기는 자고 있어
일반적인 칭찬,재밌다
부정적인 말,불평하지마
지시,정리 더 해야해
질문,이름이 뭐라고
일반적인 말,큰 사과구나
구체적인 칭찬,나눠줘서 고마워
구체적인 칭찬,장난감 정리 도와주는거 잘했어
일반적인 말,갈 시간이야
부정적인 말,너 버릇이 없구나
질문,이건 소방차니
행동 묘사,이제 큰 새를 그리고 있구나 라고 했어
반영,집이 보이네
행동 묘사,여기로 옮기려 하고 있구나
일반적인 말,난 큰 것들 몇 개 더 필요해
지시,초록색 크레용을 줄래
질문,뭐라고
질문,내 것이니 네 것이니
일반적인 말,종이가 더 필요하구나
반영,퍼즐을 맞추려고 하고 있구나
행동 묘사,빨간색 블럭을 가지고 있구나
일반적인 칭찬,잘했어
지시,이제 자동차를 가지고 놀자
반영,아주 조금
질문,소는 어떤 소리를 내지
지시,장난감을 박스에 넣어
지시,다시 집어 넣어
반영,파란색을 좋아하지 않는구나
반영,치과에 가고 싶지 않구나
질문,빨간색 가지고 있니
지시,아니 네가 정리하렴
행동 묘사,내 체온을 재고 있구나
부정적인 말,사양할게
행동 묘사,블럭들을 모두 위로 쌓고 있구나
행동 묘사,노래를 부르고 있구나
질문,그럼 이제 무엇을 하고 싶니
행동 묘사,큰 공룡을 그렸구나
일반적인 말,계속 잘하면 오늘 저녁 디저트로 브라우니를 만들어줄게
일반적인 말,고쳐줄게
일반적인 말,그건 레이스카야
일반적인 칭찬,네가 최고야
일반적인 말,찰흙놀이가 재밌어
지시,타워를 만든 다음에 만들어줘
반영,빨간색 블럭을 가지고 있구나
행동 묘사,찰흙을 꽉 쥐고 있구나
일반적인 칭찬,똑똑하구나
부정적인 말,아니 아니 그냥 둬
일반적인 칭찬,사랑해
행동 묘사,사람을 차에 넣고 있구나
행동 묘사,파란색 블럭을 쌓고 있구나
구체적인 칭찬,그렇게 하는거 잘했어 
행동 묘사,이제 반죽을 펴서 피자를 만들고 있구나
부정적인 말,부주의하구나
질문,이게 뭐야
행동 묘사,샐리는 색칠놀이를 하고 있구나
지시,더 크게 말해
일반적인 말,하나 더
지시,집을 어떤 색으로 칠할지 생각해봐
행동 묘사,다른 블럭을 찾고 있구나
질문,마음에 들어
질문,이건 어디에 둘까
일반적인 말,이것들 중에 어떤 건지 궁금하다
지시,그렇게 해
지시,여기 있는 낱개 블럭들이랑 함께 놓아야해
질문,왜 못됐어
일반적인 말,모르겠어
일반적인 말,고양이가 사랑스럽다고 느끼고 있구나
일반적인 칭찬,맞아
행동 묘사,이제 기차를 가지고 놀고 있구나
질문,의자에 올라가면 돼 안돼
부정적인 말,아직도 미국 국기가 어떤 색인지 잘 모르는구나
부정적인 말,장난감 그렇게 가지고 노는거 아니야
반영,진짜 진짜 진짜 초콜렛 시럽이구나
구체적인 칭찬,우와 아기를 안고 있구나
일반적인 칭찬,잘했어
부정적인 말,집에 있는 자동차들을 가지고 놀지 않잖아
일반적인 말,파란색 블럭 놀이를 할래
지시,나에게 줘
일반적인 말,큰 미끄럼틀로 갈거야
지시,봐바
질문,색칠놀이 재밌니
구체적인 칭찬,아기 인형에게 아주 다정하구나
일반적인 말,지금 화가 났구나
지시,자동차 놀이 하자
지시,저기 장난감 정리해
일반적인 말,나는 오늘 도서관에 갔어
질문,그녀의 이름은 뭐니
지시,신발을 신어
질문,크레용 줄까
부정적인 말,그거 거기에 놓는 거 아니야
구체적인 칭찬,색칠 잘했어
부정적인 말,거기 올라가지마
행동 묘사,블럭을 가지고 있구나
부정적인 말,틀리게 하고 있어
반영,재미있구나
지시,장난감 정리하자
일반적인 말,장난이야
반영,선반에 있는 곰인형이 멋지다고 생각하는구나
지시,장난감 정리해
질문,귀는 중요해 그치
행동 묘사,큰 사과를 그렸구나
일반적인 말,거기에 놔
일반적인 말,이제 의사선생님을 만나러 갈거야
반영,맞아 파란색이야
행동 묘사,우리 둘이서 놀고있구나
구체적인 칭찬,고마워
부정적인 말,그만 소란스럽게 하면 새로운 장난감을 꺼내줄게
일반적인 말,외양간을 빨간색이야
부정적인 말,너는 항상 그래
